"날짜","월","시도명","품목","aws_평균_기온","aws_최고_기온","aws_최저_기온","aws_합계_강수량","aws_평균_풍속","aws_최고_풍속","aws_최다_풍향","asos_평균_해면기압","asos_최고_해면기압","asos_최저_해면기압","asos_합계_일조시간","asos_일조율","asos_평균_상대습도","asos_최저_상대습도","가격","요일","계절","aws_일교차","aws_강수_유무","연도","계절_온도","일","년도","월_코사인","일_코사인","월_사인","일_사인","lag1_aws_평균_기온","lag2_aws_평균_기온","lag3_aws_평균_기온","lag4_aws_평균_기온","lag5_aws_평균_기온","lag6_aws_평균_기온","lag7_aws_평균_기온","lag14_aws_평균_기온","lag21_aws_평균_기온","lag28_aws_평균_기온","lag1_aws_합계_강수량","lag2_aws_합계_강수량","lag3_aws_합계_강수량","lag4_aws_합계_강수량","lag5_aws_합계_강수량","lag6_aws_합계_강수량","lag7_aws_합계_강수량","lag14_aws_합계_강수량","lag21_aws_합계_강수량","lag28_aws_합계_강수량","lag1_aws_평균_풍속","lag2_aws_평균_풍속","lag3_aws_평균_풍속","lag4_aws_평균_풍속","lag5_aws_평균_풍속","lag6_aws_평균_풍속","lag7_aws_평균_풍속","lag14_aws_평균_풍속","lag21_aws_평균_풍속","lag28_aws_평균_풍속","lag1_asos_평균_해면기압","lag2_asos_평균_해면기압","lag3_asos_평균_해면기압","lag4_asos_평균_해면기압","lag5_asos_평균_해면기압","lag6_asos_평균_해면기압","lag7_asos_평균_해면기압","lag14_asos_평균_해면기압","lag21_asos_평균_해면기압","lag28_asos_평균_해면기압","lag1_asos_합계_일조시간","lag2_asos_합계_일조시간","lag3_asos_합계_일조시간","lag4_asos_합계_일조시간","lag5_asos_합계_일조시간","lag6_asos_합계_일조시간","lag7_asos_합계_일조시간","lag14_asos_합계_일조시간","lag21_asos_합계_일조시간","lag28_asos_합계_일조시간","lag1_asos_평균_상대습도","lag2_asos_평균_상대습도","lag3_asos_평균_상대습도","lag4_asos_평균_상대습도","lag5_asos_평균_상대습도","lag6_asos_평균_상대습도","lag7_asos_평균_상대습도","lag14_asos_평균_상대습도","lag21_asos_평균_상대습도","lag28_asos_평균_상대습도","aws_평균_기온_7일평균","asos_평균_해면기압_7일평균","aws_합계_강수량_7일평균","aws_평균_풍속_7일평균","aws_평균_기온_14일평균","asos_평균_해면기압_14일평균","aws_합계_강수량_14일평균","aws_평균_풍속_14일평균"
2016-01-18,1,"충북","양배추",-4.14166666666667,1.35,-10.0083333333333,0.8,3.51414238301549,7.67275403408216,"서",1013.66,1017.96,1009.98,2.82,28.2,69.36,42.6,1980,"월","겨울",11.3583333333333,1,2016,-4.18157514450867,18,2016,0.866025403784439,-0.874346616144582,0.5,-0.485301962531081,-4.14166666666667,-4.14166666666667,-4.14166666666667,-2.86666666666667,-2.86666666666667,-2.86666666666667,-2.86666666666667,-2.86666666666667,-3.56666666666667,-3.56666666666667,0.8,0.8,0.8,0.425,0.425,0.425,0.425,0.425,0.183333333333333,0.183333333333333,3.50232294073317,3.49289411904146,3.48638716691622,0.65,0.65,0.65,0.65,0.65,1.53333333333333,1.53333333333333,1013.66,1013.66,1013.66,1022.18,1022.18,1022.18,1022.18,1022.18,1022.22,1022.22,2.82,2.82,2.82,5.3,5.3,5.3,5.3,5.3,7.96,7.96,69.36,69.36,69.36,71.7,71.7,71.7,71.7,71.7,53.74,53.74,-3.5952380952381,1017.31142857143,0.639285714285714,2.27796380138662,-3.23095238095238,1019.74571428571,0.532142857142857,1.46398190069331
2016-01-19,1,"충북","양배추",-10.2416666666667,-7.03333333333333,-12.9583333333333,0.025,4.28333333333333,7.66666666666667,"서",1021.9,1027.9,1017.82,6.62,66.1,54.28,35.2,1980,"화","겨울",5.925,1,2016,-4.18157514450867,19,2016,0.866025403784439,-0.758758122692791,0.5,-0.651372482722222,-10.2416666666667,-10.2416666666667,-10.2416666666667,-4.14166666666667,-4.14166666666667,-4.14166666666667,-4.14166666666667,-4.14166666666667,-2.86666666666667,-2.86666666666667,0.025,0.025,0.025,0.8,0.8,0.8,0.8,0.8,0.425,0.425,4.28333333333333,4.28333333333333,4.28333333333333,3.64694616362889,3.64043920911375,3.63101038543045,3.61919094155487,3.51414238301549,0.65,0.65,1021.9,1021.9,1021.9,1013.66,1013.66,1013.66,1013.66,1013.66,1022.18,1022.18,6.62,6.62,6.62,2.82,2.82,2.82,2.82,2.82,5.3,5.3,54.28,54.28,54.28,69.36,69.36,69.36,69.36,69.36,71.7,71.7,-7.62738095238097,1018.36857142857,0.357142857142857,4.0073898702152,-5.88452380952382,1016.01428571429,0.578571428571429,3.79078000008542
2016-01-20,1,"충북","양배추",-10.9,-5.45,-15.9083333333333,0,1.00833333333333,3.475,"서",1030.9,1033.12,1027.86,6.42,64.06,60.06,38.4,1980,"수","겨울",10.4583333333333,0,2016,-4.18157514450867,20,2016,0.866025403784439,-0.612105982547663,0.5,-0.790775736937699,-10.9,-10.9,-10.9,-10.2416666666667,-10.2416666666667,-10.2416666666667,-10.2416666666667,-10.2416666666667,-4.14166666666667,-4.14166666666667,0,0,0,0.025,0.025,0.025,0.025,0.025,0.8,0.8,1.00833333333333,1.00833333333333,1.00833333333333,4.28333333333333,4.28333333333333,4.28333333333333,4.28333333333333,4.28333333333333,3.61919094155487,3.51414238301549,1030.9,1030.9,1030.9,1021.9,1021.9,1021.9,1021.9,1021.9,1013.66,1013.66,6.42,6.42,6.42,6.62,6.62,6.62,6.62,6.62,2.82,2.82,60.06,60.06,60.06,54.28,54.28,54.28,54.28,54.28,69.36,69.36,-10.6178571428572,1027.04285714286,0.0107142857142857,2.41190476190476,-10.4297619047619,1024.47142857143,0.0178571428571429,3.34761904761904
2016-01-21,1,"충북","양배추",-8.25,-1.825,-13.2666666666667,0,0.925,3.61666666666667,"남서",1029.02,1031.6,1026.44,4.6,45.74,56.84,28.8,1980,"목","겨울",11.4416666666667,0,2016,-4.18157514450867,21,2016,0.866025403784439,-0.440394151557634,0.5,-0.897804539570742,-8.25,-8.25,-8.25,-10.9,-10.9,-10.9,-10.9,-10.9,-10.2416666666667,-10.2416666666667,0,0,0,0,0,0,0,0,0.025,0.025,0.925,0.925,0.925,1.00833333333333,1.00833333333333,1.00833333333333,1.00833333333333,1.00833333333333,4.28333333333333,4.28333333333333,1029.02,1029.02,1029.02,1030.9,1030.9,1030.9,1030.9,1030.9,1021.9,1021.9,4.6,4.6,4.6,6.42,6.42,6.42,6.42,6.42,6.62,6.62,56.84,56.84,56.84,60.06,60.06,60.06,60.06,60.06,54.28,54.28,-9.38571428571429,1029.82571428571,0,0.960714285714284,-10.1428571428571,1030.36285714286,0,0.984523809523807
2016-01-22,1,"충북","양배추",-7.91666666666667,-1.14166666666667,-14.9916666666667,0,0.991666666666667,3.91666666666667,"남서",1031.74,1033.66,1029.82,7.02,69.5,51.46,23.8,1980,"금","겨울",13.85,0,2016,-4.18157514450867,22,2016,0.866025403784439,-0.250652532258721,0.5,-0.968077118866204,-7.91666666666667,-7.91666666666667,-7.91666666666667,-8.25,-8.25,-8.25,-8.25,-8.25,-10.9,-10.9,0,0,0,0,0,0,0,0,0,0,0.991666666666667,0.991666666666667,0.991666666666667,0.925,0.925,0.925,0.925,0.925,1.00833333333333,1.00833333333333,1031.74,1031.74,1031.74,1029.02,1029.02,1029.02,1029.02,1029.02,1030.9,1030.9,7.02,7.02,7.02,4.6,4.6,4.6,4.6,4.6,6.42,6.42,51.46,51.46,51.46,56.84,56.84,56.84,56.84,56.84,60.06,60.06,-8.05952380952381,1030.57428571429,0,0.963095238095238,-8.15476190476191,1029.79714285714,0,0.944047619047619
2016-01-25,1,"충북","양배추",-9.95,-2.875,-17.225,0,1.425,4.59166666666667,"남서",1029.36,1030.84,1027.66,8.78,86.26,59.56,36.2,1980,"월","겨울",14.35,0,2016,-4.18157514450867,25,2016,0.866025403784439,0.34730525284482,0.5,-0.93775213214708,-9.95,-9.95,-9.95,-7.91666666666667,-7.91666666666667,-7.91666666666667,-7.91666666666667,-7.91666666666667,-8.25,-8.25,0,0,0,0,0,0,0,0,0,0,1.425,1.425,1.425,0.991666666666667,0.991666666666667,0.991666666666667,0.991666666666667,0.991666666666667,0.925,0.925,1029.36,1029.36,1029.36,1031.74,1031.74,1031.74,1031.74,1031.74,1029.02,1029.02,8.78,8.78,8.78,7.02,7.02,7.02,7.02,7.02,4.6,4.6,59.56,59.56,59.56,51.46,51.46,51.46,51.46,51.46,56.84,56.84,-9.07857142857143,1030.38,0,1.23928571428571,-8.49761904761905,1031.06,0,1.11547619047619
2016-01-26,1,"충북","양배추",-4.75,0.916666666666667,-10.475,0.0416666666666667,1,3.84166666666667,"남",1028.02,1030.28,1025.96,3.1,30.4,72.74,52,1980,"화","겨울",11.3916666666667,1,2016,-4.18157514450867,26,2016,0.866025403784439,0.528964010326962,0.5,-0.848644257494751,-4.75,-4.75,-4.75,-9.95,-9.95,-9.95,-9.95,-9.95,-7.91666666666667,-7.91666666666667,0.0416666666666667,0.0416666666666667,0.0416666666666667,0,0,0,0,0,0,0,1,1,1,1.425,1.425,1.425,1.425,1.425,0.991666666666667,0.991666666666667,1028.02,1028.02,1028.02,1029.36,1029.36,1029.36,1029.36,1029.36,1031.74,1031.74,3.1,3.1,3.1,8.78,8.78,8.78,8.78,8.78,7.02,7.02,72.74,72.74,72.74,59.56,59.56,59.56,59.56,59.56,51.46,51.46,-6.97857142857143,1028.59428571429,0.0238095238095238,1.18214285714286,-8.46428571428571,1028.97714285714,0.0119047619047619,1.30357142857143
2016-01-27,1,"충북","양배추",-2.88333333333333,4.76666666666667,-8.51666666666667,0,1.25,4.33333333333333,"남",1030.26,1031.76,1028.12,8.22,80.44,64.54,33.6,2580,"수","겨울",13.2833333333333,0,2016,-4.18157514450867,27,2016,0.866025403784439,0.688966919075687,0.5,-0.72479278722912,-2.88333333333333,-2.88333333333333,-2.88333333333333,-4.75,-4.75,-4.75,-4.75,-4.75,-9.95,-9.95,0,0,0,0.0416666666666667,0.0416666666666667,0.0416666666666667,0.0416666666666667,0.0416666666666667,0,0,1.25,1.25,1.25,1,1,1,1,1,1.425,1.425,1030.26,1030.26,1030.26,1028.02,1028.02,1028.02,1028.02,1028.02,1029.36,1029.36,8.22,8.22,8.22,3.1,3.1,3.1,3.1,3.1,8.78,8.78,64.54,64.54,64.54,72.74,72.74,72.74,72.74,72.74,59.56,59.56,-3.68333333333333,1029.3,0.0178571428571429,1.14285714285714,-4.21666666666667,1028.66,0.0297619047619048,1.07142857142857
2016-01-28,1,"충북","양배추",-2.39166666666667,2.16666666666667,-9.76666666666667,0.375,0.625,2.15833333333333,"남동",1029.2,1032,1026.92,0.2,1.96,66.26,38.8,2580,"목","겨울",11.9333333333333,1,2016,-4.18157514450867,28,2016,0.866025403784439,0.820763441207276,0.5,-0.571268215094792,-2.39166666666667,-2.39166666666667,-2.39166666666667,-2.88333333333333,-2.88333333333333,-2.88333333333333,-2.88333333333333,-2.88333333333333,-4.75,-4.75,0.375,0.375,0.375,0,0,0,0,0,0.0416666666666667,0.0416666666666667,0.625,0.625,0.625,1.25,1.25,1.25,1.25,1.25,1,1,1029.2,1029.2,1029.2,1030.26,1030.26,1030.26,1030.26,1030.26,1028.02,1028.02,0.2,0.2,0.2,8.22,8.22,8.22,8.22,8.22,3.1,3.1,66.26,66.26,66.26,64.54,64.54,64.54,64.54,64.54,72.74,72.74,-2.60238095238095,1029.65428571429,0.214285714285714,0.892857142857143,-2.74285714285714,1029.95714285714,0.107142857142857,1.07142857142857
2016-01-29,1,"충북","양배추",2.225,5.50833333333333,-0.908333333333333,0.958333333333333,1.91666666666667,4.75,"남동",1024.96,1027.46,1022.8,0,0,71.18,52.8,3580,"금","겨울",6.41666666666667,1,2016,-4.18157514450867,29,2016,0.866025403784439,0.918957811620231,0.5,-0.394355855113319,2.225,2.225,2.225,-2.39166666666667,-2.39166666666667,-2.39166666666667,-2.39166666666667,-2.39166666666667,-2.88333333333333,-2.88333333333333,0.958333333333333,0.958333333333333,0.958333333333333,0.375,0.375,0.375,0.375,0.375,0,0,1.91666666666667,1.91666666666667,1.91666666666667,0.625,0.625,0.625,0.625,0.625,1.25,1.25,1024.96,1024.96,1024.96,1029.2,1029.2,1029.2,1029.2,1029.2,1030.26,1030.26,0,0,0,0.2,0.2,0.2,0.2,0.2,8.22,8.22,71.18,71.18,71.18,66.26,66.26,66.26,66.26,66.26,64.54,64.54,0.24642857142857,1026.77714285714,0.708333333333333,1.36309523809524,-1.07261904761905,1027.98857142857,0.541666666666667,0.99404761904762
2016-02-01,2,"충북","양배추",-5.76666666666667,0.375,-10.8333333333333,0,1.65833333333333,4.73333333333333,"남서",1029.34,1031.42,1026.62,9.02,86.9,47.4,25.2,2980,"월","봄",11.2083333333333,0,2016,-0.989334210295831,1,2016,0.5,0.979529941252494,0.866025403784439,0.20129852008866,-5.76666666666667,-5.76666666666667,-5.76666666666667,-5.76666666666667,2.225,2.225,2.225,2.225,-2.39166666666667,-2.39166666666667,0,0,0,0,0.958333333333333,0.958333333333333,0.958333333333333,0.958333333333333,0.375,0.375,1.65833333333333,1.65833333333333,1.65833333333333,1.65833333333333,1.91666666666667,1.91666666666667,1.91666666666667,1.91666666666667,0.625,0.625,1029.34,1029.34,1029.34,1029.34,1024.96,1024.96,1024.96,1024.96,1029.2,1029.2,9.02,9.02,9.02,9.02,0,0,0,0,0.2,0.2,47.4,47.4,47.4,47.4,71.18,71.18,71.18,71.18,66.26,66.26,-3.48333333333334,1028.08857142857,0.273809523809524,1.73214285714286,-0.629166666666668,1026.52428571429,0.616071428571428,1.82440476190476
2016-02-16,2,"충북","양배추",-2.1,2.025,-6.95833333333333,0.533333333333333,2.4,6.03333333333333,"남서",1019.16,1022.38,1015.3,3,27.5,71.4,49.2,2980,"화","봄",8.98333333333333,1,2016,-0.989334210295831,16,2016,0.5,-0.994869323391895,0.866025403784439,-0.101168321987432,-4.75833333333333,-4.75833333333333,-4.75833333333333,-4.75833333333333,-4.75833333333333,-4.75833333333333,-4.75833333333333,-4.75833333333333,7.79166666666667,7.79166666666667,0,0,0,0,0,0,0,0,13.2916666666667,13.2916666666667,3.325,3.325,3.325,3.325,3.325,3.325,3.325,3.325,0.983333333333333,0.983333333333333,1021.04,1021.04,1021.04,1021.04,1021.04,1021.04,1021.04,1021.04,1018.6,1018.6,8.76,8.76,8.76,8.76,8.76,8.76,8.76,8.76,0,0,52.34,52.34,52.34,52.34,52.34,52.34,52.34,52.34,85.8,85.8,-4.37857142857143,1020.77142857143,0.0761904761904761,3.19285714285714,-4.56845238095238,1020.90571428571,0.0380952380952381,3.25892857142857
2016-02-17,2,"충북","양배추",-1.31666666666667,5.29166666666667,-8.44166666666667,0,1.74166666666667,5.1,"남서",1024.86,1027.2,1021.62,9.78,89.7,54.48,28.6,2980,"수","봄",13.7333333333333,0,2016,-0.989334210295831,17,2016,0.5,-0.954139256400049,0.866025403784439,-0.299363122973358,-1.31666666666667,-1.31666666666667,-1.31666666666667,-2.1,-2.1,-2.1,-2.1,-2.1,-4.75833333333333,-4.75833333333333,0,0,0,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0,0,1.74166666666667,1.74166666666667,1.74166666666667,2.4,2.4,2.4,2.4,2.4,3.325,3.325,1024.86,1024.86,1024.86,1019.16,1019.16,1019.16,1019.16,1019.16,1021.04,1021.04,9.78,9.78,9.78,3,3,3,3,3,8.76,8.76,54.48,54.48,54.48,71.4,71.4,71.4,71.4,71.4,52.34,52.34,-1.65238095238095,1022.41714285714,0.228571428571428,2.02380952380953,-1.87619047619048,1020.78857142857,0.380952380952381,2.21190476190476
